owner,repo,number,title,comments,pr,bug,feature,unlabelled,reaction_p1,reaction_other
tidymodels,recipes,195,step_lag doesn't retain history when applied to new data,1,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,recipes,193,Helpers for boolean/logical columns,0,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,recipes,192,text recipe steps,11,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,recipes,181,summary text for recipe,1,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,recipes,179,"Discussion) ""Namespaced"" data.frame columns use case - dummy variables",2,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,recipes,173,Oblique principle components clustering / varclust step?,3,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,recipes,172,Random projection step,0,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,recipes,167,alias for prepare,0,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,recipes,166,Helpers for groups/panel data,1,FALSE,FALSE,FALSE,FALSE,0,0
tidymodels,recipes,165,imbalance sampling methods,2,FALSE,FALSE,FALSE,FALSE,0,0
tidymodels,recipes,162,Compatibility issue  0.1.2 / 0.1.3,0,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,recipes,161,export set_current_info(),2,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,recipes,159,New factor levels in step_dummy,8,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,recipes,157,Add `step_cut` or equivalent,0,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,recipes,149,Do not raise error in convert_matrix() if data frame contains logical columns,11,TRUE,FALSE,FALSE,FALSE,0,0
tidymodels,recipes,140,step_nzv can create surprises downstream,4,FALSE,FALSE,FALSE,FALSE,0,0
tidymodels,recipes,131,compatibility with tibbletime,0,FALSE,FALSE,FALSE,FALSE,0,0
tidymodels,recipes,123,LabelEncoder-like functionality,19,FALSE,FALSE,FALSE,FALSE,0,0
tidymodels,recipes,113,check distribution shift categorical variables,0,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,recipes,111,check_classes,7,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,recipes,88,faster processing for a large number of columns,1,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,recipes,60,fault tolerance,0,FALSE,FALSE,FALSE,FALSE,0,0
tidymodels,recipes,36,expand imputation methods using simputation,0,FALSE,FALSE,FALSE,FALSE,0,0
tidymodels,recipes,22,Add steps for basis functions,4,FALSE,FALSE,FALSE,FALSE,0,0
tidymodels,recipes,268,"Potentially need a way to ""unretain"" a prepped recipe",4,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,recipes,267,Added condition to `nn_ind` to capture K,1,TRUE,FALSE,FALSE,FALSE,0,0
tidymodels,recipes,266,export mod_call_args,0,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,recipes,265,Depends on non-existent/future rlang version. Package can't be installed!,1,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,recipes,264,Invertible transformations,5,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,recipes,262,Better naming for step_classdist and step_depth,0,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,recipes,255,leverage values,0,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,recipes,252,protection against deletion,0,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,recipes,250,export additional helper functions,0,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,recipes,236,skipping dummy variable creation eliminates a variable,0,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,recipes,233,Does recipes override the default model pre-processing functions in caret train,0,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,recipes,231,Is there a function to convert the prediction to the original base?,1,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,recipes,228,Dummies when the values may be in many columns,0,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,recipes,227,Issues when using recipe (step_dummy) vs formula in carets train interface for xgbTree,0,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,recipes,218,Better reference for embed package,0,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,recipes,212,`step_bagimpute` does not impute character columns,0,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,recipes,210,Create some good examples on alternate roles,0,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,recipes,209,`step_bagimpute` fails with nzv character columns,2,FALSE,FALSE,FALSE,FALSE,0,0
tidymodels,recipes,198,referencing/using previous steps,6,FALSE,FALSE,FALSE,FALSE,0,0
tidymodels,recipes,195,step_lag doesn't retain history when applied to new data,1,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,recipes,193,Helpers for boolean/logical columns,0,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,recipes,192,text recipe steps,11,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,recipes,181,summary text for recipe,1,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,recipes,179,"Discussion) ""Namespaced"" data.frame columns use case - dummy variables",2,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,recipes,173,Oblique principle components clustering / varclust step?,3,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,recipes,172,Random projection step,0,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,recipes,167,alias for prepare,0,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,recipes,166,Helpers for groups/panel data,1,FALSE,FALSE,FALSE,FALSE,0,0
tidymodels,recipes,165,imbalance sampling methods,2,FALSE,FALSE,FALSE,FALSE,0,0
tidymodels,recipes,162,Compatibility issue  0.1.2 / 0.1.3,0,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,recipes,161,export set_current_info(),2,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,recipes,159,New factor levels in step_dummy,8,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,recipes,157,Add `step_cut` or equivalent,0,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,recipes,149,Do not raise error in convert_matrix() if data frame contains logical columns,11,TRUE,FALSE,FALSE,FALSE,0,0
tidymodels,recipes,140,step_nzv can create surprises downstream,4,FALSE,FALSE,FALSE,FALSE,0,0
tidymodels,recipes,131,compatibility with tibbletime,0,FALSE,FALSE,FALSE,FALSE,0,0
tidymodels,recipes,123,LabelEncoder-like functionality,19,FALSE,FALSE,FALSE,FALSE,0,0
tidymodels,recipes,113,check distribution shift categorical variables,0,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,recipes,111,check_classes,7,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,recipes,88,faster processing for a large number of columns,1,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,recipes,60,fault tolerance,0,FALSE,FALSE,FALSE,FALSE,0,0
tidymodels,recipes,36,expand imputation methods using simputation,0,FALSE,FALSE,FALSE,FALSE,0,0
tidymodels,recipes,22,Add steps for basis functions,4,FALSE,FALSE,FALSE,FALSE,0,0
tidymodels,rsample,70,Fix typo,0,TRUE,FALSE,FALSE,FALSE,0,0
tidymodels,rsample,62,Remove deprecated fill() in 0.0.4,0,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,rsample,56,rolling_origin() should allow for an expanding window + sliding window in the same call,9,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,rsample,52,Simplified bootstrapping protocols for simple cases,8,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,rsample,51,Easier flattening via unnest.rset method,0,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,rsample,43,Hardcoded rset_att limits extendability,7,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,rsample,41,nested CV: oversampled data for inner loop but not for outer loop ,4,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,rsample,32,Block bootstrapping (eg time series),7,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,rsample,28,Combination of rsample with Amelia for missing values,2,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,rsample,14,summary and analysis code,4,FALSE,FALSE,FALSE,FALSE,0,0
tidymodels,rsample,70,Fix typo,0,TRUE,FALSE,FALSE,FALSE,0,0
tidymodels,rsample,62,Remove deprecated fill() in 0.0.4,0,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,rsample,56,rolling_origin() should allow for an expanding window + sliding window in the same call,9,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,rsample,52,Simplified bootstrapping protocols for simple cases,8,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,rsample,51,Easier flattening via unnest.rset method,0,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,rsample,43,Hardcoded rset_att limits extendability,7,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,rsample,41,nested CV: oversampled data for inner loop but not for outer loop ,4,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,rsample,32,Block bootstrapping (eg time series),7,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,rsample,28,Combination of rsample with Amelia for missing values,2,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,rsample,14,summary and analysis code,4,FALSE,FALSE,FALSE,FALSE,0,0
tidymodels,textrecipes,19,Release textrecipes 0.0.1,0,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,textrecipes,14,tuning parameters for dials,0,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,textrecipes,9,step_word2vec -> step_word_embeddings?,0,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,tidymodels,7,add dotwhisker?,1,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,tidymodels,6,look into multi-class MCC statistic,0,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,tidymodels,5,From Spark guys at RStudio through Phil Bowsher,0,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,tidymodels,3,Pre-emptively kibosh importing/depending on tidymodels,0,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,tidymodels,2,time series packages,11,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,tidyposterior,27,ggplot needs model/statistic columns,0,TRUE,FALSE,FALSE,FALSE,0,0
tidymodels,tidyposterior,22,0.0.2 checklist,0,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,tidyposterior,12,allow perf_mod to work with one model,0,FALSE,FALSE,FALSE,FALSE,0,0
tidymodels,tidyposterior,8,add more text in vignette on ROPE estimates,0,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,tidyposterior,27,ggplot needs model/statistic columns,0,TRUE,FALSE,FALSE,FALSE,0,0
tidymodels,tidyposterior,22,0.0.2 checklist,0,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,tidyposterior,12,allow perf_mod to work with one model,0,FALSE,FALSE,FALSE,FALSE,0,0
tidymodels,tidyposterior,8,add more text in vignette on ROPE estimates,0,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,yardstick,66,Suggest adding `dplyr (>= 0.7.8)` to DESCRIPTION file,0,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,yardstick,65,Feature/gain aliases,0,TRUE,FALSE,FALSE,FALSE,0,0
tidymodels,yardstick,40,`metrics()` default value for `na.rm`,0,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,yardstick,30,add support for weighted data,0,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,yardstick,28,rectify prediction specification with factor levels,0,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,yardstick,27,add informativeness and markedness,1,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,yardstick,18,add survival metrics,0,TRUE,FALSE,FALSE,FALSE,0,0
tidymodels,yardstick,15,Add AUC and concordance methods,3,TRUE,FALSE,FALSE,FALSE,0,0
tidymodels,yardstick,11,metrics ,2,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,yardstick,10,confusion matrix plot function,0,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,yardstick,9,out-of-bag code,0,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,yardstick,6,Add metrics for censored data,1,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,yardstick,5,Add confidence intervals,1,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,yardstick,4,one versus all,1,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,yardstick,3,Add a general cost function,0,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,yardstick,2,Add more metrics,1,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,yardstick,66,Suggest adding `dplyr (>= 0.7.8)` to DESCRIPTION file,0,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,yardstick,65,Feature/gain aliases,0,TRUE,FALSE,FALSE,FALSE,0,0
tidymodels,yardstick,40,`metrics()` default value for `na.rm`,0,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,yardstick,30,add support for weighted data,0,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,yardstick,28,rectify prediction specification with factor levels,0,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,yardstick,27,add informativeness and markedness,1,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,yardstick,18,add survival metrics,0,TRUE,FALSE,FALSE,FALSE,0,0
tidymodels,yardstick,15,Add AUC and concordance methods,3,TRUE,FALSE,FALSE,FALSE,0,0
tidymodels,yardstick,11,metrics ,2,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,yardstick,10,confusion matrix plot function,0,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,yardstick,9,out-of-bag code,0,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,yardstick,6,Add metrics for censored data,1,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,yardstick,5,Add confidence intervals,1,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,yardstick,4,one versus all,1,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,yardstick,3,Add a general cost function,0,FALSE,FALSE,FALSE,TRUE,0,0
tidymodels,yardstick,2,Add more metrics,1,FALSE,FALSE,FALSE,TRUE,0,0
hadley,emo,47,release on cran?,0,FALSE,FALSE,FALSE,TRUE,0,0
hadley,emo,45,Error on invokation of diamond,0,FALSE,FALSE,FALSE,TRUE,0,0
hadley,emo,44,not able to install,0,FALSE,FALSE,FALSE,TRUE,0,0
hadley,emo,41,ji_rx does not cover non fully qualified emojis,0,FALSE,FALSE,FALSE,TRUE,0,0
hadley,emo,39,Two new functions perhaps?,1,FALSE,FALSE,FALSE,TRUE,0,0
hadley,emo,38,Adds documentation of emo::ji_find to README,0,TRUE,FALSE,FALSE,FALSE,0,0
hadley,emo,37,hmm emoji not available,0,FALSE,FALSE,FALSE,TRUE,0,0
hadley,emo,35,Using emo before plotly in rmd breaks plotly,0,FALSE,FALSE,FALSE,TRUE,0,0
hadley,emo,32,Register a emoji completions for :xyz: within quotes,11,TRUE,FALSE,FALSE,FALSE,0,0
hadley,emo,31,some randomness in ji_fisher,0,FALSE,FALSE,FALSE,TRUE,0,0
hadley,emo,30,parser,0,FALSE,FALSE,FALSE,TRUE,0,0
hadley,emo,24,Reconsider imports,3,FALSE,FALSE,FALSE,TRUE,0,0
hadley,emo,21,Add standard emoji codes,10,FALSE,FALSE,FALSE,TRUE,0,0
hadley,emo,19,medal,0,FALSE,FALSE,FALSE,TRUE,0,0
hadley,emo,15,Add year (and maybe source) in jis. ,0,FALSE,FALSE,FALSE,TRUE,0,0
hadley,emo,13,glumoji,0,FALSE,FALSE,FALSE,TRUE,0,0
hadley,emo,11,document hook,0,FALSE,FALSE,FALSE,TRUE,0,0
hadley,emo,9,Emoji doesn't show up in Rmarkdown upon Shiny-server rendering ,1,FALSE,FALSE,FALSE,TRUE,0,0
hadley,emo,8,A solution for #6,0,TRUE,FALSE,FALSE,FALSE,0,0
hadley,emo,7,Windows woes: emojis render inline but not in blocks,1,FALSE,FALSE,FALSE,TRUE,0,0
hadley,emo,6,ji_find should support regexp,0,FALSE,FALSE,FALSE,TRUE,0,0
hadley,emo,5,emonize,0,FALSE,FALSE,FALSE,TRUE,0,0
hadley,emo,3,Likert emoji scale ,0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,scales,192,percent_format default accuracy not ideal for axis labeling,0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,scales,190,width parameter for numeric scales,3,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,scales,189,"Updated R/trans-numeric.r to include easy conversion to thousands scale, millions scale, billions scale and trillions scale. Further could be extended to any arbitrary power of 10.",0,TRUE,FALSE,FALSE,FALSE,0,0
r-lib,scales,182,Boxcox does not throw an error when given NA values (#181),1,TRUE,FALSE,FALSE,FALSE,0,0
r-lib,scales,181,boxcox_trans() does not work with missing values.,1,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,scales,59,"tickmark/break calculations with exp_trans, probability_trans fail often",5,FALSE,TRUE,FALSE,FALSE,0,0
r-lib,scales,192,percent_format default accuracy not ideal for axis labeling,0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,scales,190,width parameter for numeric scales,3,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,scales,189,"Updated R/trans-numeric.r to include easy conversion to thousands scale, millions scale, billions scale and trillions scale. Further could be extended to any arbitrary power of 10.",0,TRUE,FALSE,FALSE,FALSE,0,0
r-lib,scales,182,Boxcox does not throw an error when given NA values (#181),1,TRUE,FALSE,FALSE,FALSE,0,0
r-lib,scales,181,boxcox_trans() does not work with missing values.,1,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,scales,59,"tickmark/break calculations with exp_trans, probability_trans fail often",5,FALSE,TRUE,FALSE,FALSE,0,0
hadley,reshape,88,dcast 'sep' argument?,1,FALSE,FALSE,FALSE,TRUE,0,0
hadley,reshape,87,Compatibility with new windows update?,0,FALSE,FALSE,FALSE,TRUE,0,0
hadley,reshape,86,Compliance with Matrix package,0,FALSE,FALSE,FALSE,TRUE,0,0
hadley,reshape,85,dcast may incorrectly assign column names when the argument 'drop = F',0,FALSE,FALSE,FALSE,TRUE,0,0
hadley,reshape,84,New German translation,0,TRUE,FALSE,FALSE,FALSE,0,0
hadley,reshape,83,"use is.object(x) instead of grepl(""OBJ"", .Internal(inspect(x))[1]) in tests",0,FALSE,FALSE,FALSE,TRUE,0,0
hadley,reshape,81,reinvigorate iapply?,0,FALSE,FALSE,FALSE,TRUE,0,0
hadley,reshape,80,"Delete reference to ""grand_row"" and ""grand_col""",0,TRUE,FALSE,FALSE,FALSE,0,0
hadley,reshape,79,acast different column and row sorting in R 3.2.4 and R 3.3.0 under Ubuntu and CentOS,0,FALSE,FALSE,FALSE,TRUE,0,0
hadley,reshape,78,melt.data.frame drops 'dim' attribute for 'value' column (#77),0,TRUE,FALSE,FALSE,FALSE,0,0
hadley,reshape,77,Dimension Mismatch using melt() in reshape2,2,FALSE,FALSE,FALSE,TRUE,0,0
hadley,reshape,76,FR: variable.factor toggle for melt.array,0,FALSE,FALSE,FALSE,TRUE,0,0
hadley,reshape,75,melt behaviour with indexed but non-unique dataframe column names,1,FALSE,FALSE,FALSE,TRUE,0,0
hadley,reshape,74,Handle special attributes,0,TRUE,FALSE,FALSE,FALSE,0,0
hadley,reshape,73,sort_df() and decreasing order?,0,FALSE,FALSE,FALSE,TRUE,0,0
hadley,reshape,68,use plyr from CRAN for testing,0,TRUE,FALSE,FALSE,FALSE,0,0
hadley,reshape,67,dcast formula fails to resolve ... when column names have spaces,0,FALSE,FALSE,FALSE,TRUE,0,0
hadley,reshape,66,Added error checking to melt_check to ensure unique measure.vars,0,TRUE,FALSE,FALSE,FALSE,0,0
hadley,reshape,65,dcast provides incorrect margin totals when subsetting on formula variable,1,FALSE,FALSE,FALSE,TRUE,0,0
hadley,reshape,64,cast.Rd documentation error,0,FALSE,FALSE,FALSE,TRUE,0,0
hadley,reshape,59,Issue with as.is in melt.array,0,FALSE,FALSE,FALSE,TRUE,0,0
hadley,reshape,58,cast calls fun.aggregate initially with an empty object,0,FALSE,FALSE,FALSE,TRUE,0,0
hadley,reshape,57,Allow specifying data type of value column,2,FALSE,FALSE,FALSE,TRUE,0,0
hadley,reshape,54,No non-missing arguments warning when using min or max in reshape2,0,FALSE,FALSE,FALSE,TRUE,0,0
hadley,reshape,52,dcast drops data class,0,FALSE,FALSE,FALSE,TRUE,0,0
hadley,reshape,51,Call type.convert after dcast,2,FALSE,FALSE,FALSE,TRUE,0,0
hadley,reshape,50,melt.data.frame OBJECT bit not set when value is POSIXct ,3,FALSE,FALSE,FALSE,TRUE,0,0
hadley,reshape,49,melt 1.4.0.99 and list columns,3,FALSE,FALSE,FALSE,TRUE,0,0
hadley,reshape,42,Margin label,0,TRUE,FALSE,FALSE,FALSE,0,0
hadley,reshape,30,unintended behavior in melt?,4,FALSE,FALSE,FALSE,TRUE,0,0
hadley,reshape,29,error in dcast when non atomic columns present,3,FALSE,FALSE,FALSE,TRUE,0,0
hadley,reshape,13,Faster colsplit function,1,FALSE,FALSE,FALSE,TRUE,0,0
hadley,lazyeval,100,Proofreading picayunia,1,TRUE,FALSE,FALSE,FALSE,0,0
hadley,lazyeval,96,Error message in find_data.default is not helpful,0,FALSE,FALSE,FALSE,TRUE,0,0
hadley,lazyeval,93,fix typo in vignette,1,TRUE,FALSE,FALSE,FALSE,0,0
hadley,lazyeval,92,Port lazy functions to rlang,3,TRUE,FALSE,FALSE,FALSE,0,0
hadley,lazyeval,91,unexpected behaviour with lazyeval::lazy(c),5,FALSE,FALSE,FALSE,TRUE,0,0
hadley,lazyeval,87,support for r 3.0.0,3,TRUE,FALSE,FALSE,FALSE,0,0
hadley,lazyeval,83,Fix typo in vignette,1,TRUE,FALSE,FALSE,FALSE,0,0
hadley,lazyeval,82,Correct a typo,1,TRUE,FALSE,FALSE,FALSE,0,0
hadley,lazyeval,81,Edited new vignette for possible function naming inconsistencies,1,TRUE,FALSE,FALSE,FALSE,0,0
hadley,lazyeval,77,Change in behaviour with primitive functions,1,FALSE,FALSE,FALSE,TRUE,0,0
hadley,lazyeval,76,Should lazy() distinguish between user-defined objects and those in packages?,0,FALSE,FALSE,FALSE,TRUE,0,0
hadley,lazyeval,75,Turn formula into function?,0,FALSE,FALSE,FALSE,TRUE,0,0
hadley,lazyeval,74,Unquote-reduce,0,FALSE,FALSE,FALSE,TRUE,0,0
hadley,lazyeval,73,Code manipulation tools,1,FALSE,FALSE,FALSE,TRUE,0,0
hadley,lazyeval,72,f_capture should throw error for missing values,0,FALSE,FALSE,FALSE,TRUE,0,0
hadley,lazyeval,68,Inconsistent function names,1,FALSE,FALSE,FALSE,TRUE,0,0
hadley,lazyeval,54,Allow extra sources of pronouns in f_eval(),10,TRUE,FALSE,FALSE,FALSE,0,0
hadley,nycflights13,34,"Coerce year, month to int for consistency with flights",0,TRUE,FALSE,FALSE,FALSE,0,0
hadley,dtplyr,61,different group_by + arrange behavior with DT vs DF,0,FALSE,FALSE,FALSE,TRUE,0,0
hadley,dtplyr,60,register_s3_method loads package,1,FALSE,FALSE,FALSE,TRUE,0,0
hadley,dtplyr,59,feature request: implement count(),0,FALSE,FALSE,FALSE,TRUE,0,0
hadley,dtplyr,58,On retaining class data.table (or not),2,FALSE,FALSE,FALSE,TRUE,0,0
hadley,dtplyr,57,Empty result when using complex join,0,FALSE,FALSE,FALSE,TRUE,0,0
hadley,dtplyr,55,WIP: from lazyeval to rlang,1,TRUE,FALSE,FALSE,FALSE,0,0
hadley,dtplyr,54,ungroup should do a copy but does not,0,FALSE,FALSE,FALSE,TRUE,0,0
hadley,dtplyr,53,Keep all groups in grouped mutate,0,TRUE,FALSE,FALSE,FALSE,0,0
hadley,dtplyr,50,distinct() creating new .keep_all variable,0,FALSE,FALSE,FALSE,TRUE,0,0
hadley,dtplyr,43,Scoped *_all/*_at/*_if functions break on tbl_dt,1,FALSE,FALSE,FALSE,TRUE,0,0
hadley,dtplyr,41,Pass sort and suffix to merge.data.table,2,TRUE,FALSE,FALSE,FALSE,0,0
hadley,dtplyr,36,Data table memory allocation changed by dplyr::select and dplyr::one_of,0,FALSE,FALSE,FALSE,TRUE,0,0
hadley,dtplyr,35,.GTP yields NA,2,FALSE,FALSE,FALSE,TRUE,0,0
hadley,dtplyr,34,top_n fails using data.tables but not data.frames,0,FALSE,FALSE,FALSE,TRUE,0,0
hadley,dtplyr,33,`tally` fails when sorting,0,FALSE,FALSE,FALSE,TRUE,0,0
hadley,dtplyr,26,Add setOldClass,2,FALSE,FALSE,FALSE,TRUE,0,0
hadley,dtplyr,25,Inconsistent output using distinct without specifying columns,0,FALSE,FALSE,FALSE,TRUE,0,0
hadley,dtplyr,23,row_number() calculated incorrectly,0,FALSE,FALSE,FALSE,TRUE,0,0
hadley,dtplyr,22,Use data.table::shallow when available,1,FALSE,FALSE,FALSE,TRUE,0,0
hadley,dtplyr,21,Avoid copying data tables during a join,0,FALSE,FALSE,FALSE,TRUE,0,0
hadley,dtplyr,18,group_by() with derived variables generates bad expression,0,FALSE,FALSE,FALSE,TRUE,0,0
hadley,dtplyr,15,Summarise fails if empty,0,FALSE,FALSE,FALSE,TRUE,0,0
hadley,dtplyr,14,Joins need to check that `y` is a data.table,2,FALSE,FALSE,FALSE,TRUE,0,0
hadley,dtplyr,13,auto_copy should distinguish non-tbl data.tables from data.frames,0,FALSE,FALSE,FALSE,TRUE,0,0
hadley,dtplyr,12,Weaker-than-necessary performance for simple filtering with data.table backend,0,FALSE,FALSE,FALSE,TRUE,0,0
hadley,dtplyr,10,Slice doesn't drop excess rows,0,FALSE,FALSE,FALSE,TRUE,0,0
hadley,dtplyr,9,"Strange behavior of group_by(..., add = TRUE)",0,FALSE,FALSE,FALSE,TRUE,0,0
hadley,dtplyr,8,arrange() fails without any arguments,0,FALSE,FALSE,FALSE,TRUE,0,0
hadley,dtplyr,7,Reusing variables in summarize fails for data.tables,0,FALSE,FALSE,FALSE,TRUE,0,0
hadley,dtplyr,5,Column duplication in data.table after group_by() + do(),2,FALSE,FALSE,FALSE,TRUE,0,0
hadley,multidplyr,69,"Error in checkForRemoteErrors(lapply(cl, recvResult)) :    7 nodes produced errors; first error: Evaluation error: object 'nearby_sensors' not found.",0,FALSE,FALSE,FALSE,TRUE,0,0
hadley,multidplyr,68,"Error in UseMethod(""complete_""): no applicable method for 'complete_' applied to an object of class ""party_df""",0,FALSE,FALSE,FALSE,TRUE,0,0
hadley,multidplyr,65,‘multidyplr’ is not available (for R version 3.4.3),1,FALSE,FALSE,FALSE,TRUE,0,0
hadley,multidplyr,63, devtools::install_github rersults in partial install,0,FALSE,FALSE,FALSE,TRUE,0,0
hadley,multidplyr,62,partition fails to complete,0,FALSE,FALSE,FALSE,TRUE,0,0
hadley,multidplyr,61,Support for MPI clusters,0,TRUE,FALSE,FALSE,FALSE,0,0
hadley,multidplyr,59,Add number of cores when creating default cluster,0,TRUE,FALSE,FALSE,FALSE,0,0
hadley,multidplyr,58,progress bar,0,FALSE,FALSE,FALSE,TRUE,0,0
hadley,multidplyr,51,Make partition work with invoke_rows,5,FALSE,FALSE,FALSE,TRUE,0,0
hadley,multidplyr,49,`party_df` class doesn't support an `arrange` method,5,FALSE,FALSE,FALSE,TRUE,0,0
hadley,multidplyr,48,possible solution #45,2,TRUE,FALSE,FALSE,FALSE,0,0
hadley,multidplyr,47,Error in if (left == 0) break : argument is of length zero,3,FALSE,FALSE,FALSE,TRUE,0,0
hadley,multidplyr,45,`partition()` seams don't manage unbalanced (number) of group/core,3,FALSE,FALSE,FALSE,TRUE,0,0
hadley,multidplyr,34,Repartition,1,FALSE,FALSE,FALSE,TRUE,0,0
hadley,multidplyr,28,group_by keeps old groups.,2,FALSE,FALSE,FALSE,TRUE,0,0
hadley,multidplyr,9,problems with mulitidplyr and broom,1,FALSE,FALSE,FALSE,TRUE,0,0
